online_order,book_table,votes,location,rest_type,cuisines,approx_costfor_two_people,listed_intype,listed_incity,rating
1,0,182,Bellandur,Casual Dining,"North Indian, Andhra",800.0,Delivery,Bellandur,2.9
1,0,22,Sarjapur Road,Bakery,"Desserts, Bakery",400.0,Delivery,Bellandur,3.6
1,0,222,Sarjapur Road,Casual Dining,"Biryani, North Indian, Chinese",800.0,Delivery,Bellandur,3.9
1,0,116,Marathahalli,"Takeaway, Delivery",Lebanese,150.0,Delivery,Bellandur,3.8
1,0,793,Bellandur,"Casual Dining, Pub","European, American",1700.0,Delivery,Bellandur,4.2
1,0,289,Bellandur,Casual Dining,"Pizza, Italian",500.0,Delivery,Bellandur,3.0
1,0,337,HSR,Quick Bites,"North Indian, Chinese",500.0,Delivery,Bellandur,3.9
1,1,3020,Bellandur,Casual Dining,"North Indian, Mughlai, Mediterranean, Iranian",1000.0,Delivery,Bellandur,4.1
1,0,9,Sarjapur Road,Beverage Shop,"Beverages, Juices, Ice Cream, Sandwich",200.0,Delivery,Bellandur,3.5
1,0,56,Bellandur,Quick Bites,"North Indian, Chinese",600.0,Delivery,Bellandur,3.3
1,0,81,Sarjapur Road,Bakery,"Bakery, Desserts",300.0,Delivery,Bellandur,3.8
1,0,136,Sarjapur Road,Cafe,Cafe,500.0,Delivery,Bellandur,4.0
1,0,27,Sarjapur Road,Bakery,Bakery,400.0,Delivery,Bellandur,3.6
1,0,20,Marathahalli,"Takeaway, Delivery","Chinese, North Indian, South Indian",250.0,Delivery,Bellandur,3.4
1,0,9,Marathahalli,Casual Dining,"Hyderabadi, Biryani",650.0,Delivery,Bellandur,3.1
1,0,13,Marathahalli,Casual Dining,"Andhra, North Indian, Chinese",700.0,Delivery,Bellandur,3.6
1,0,8,Marathahalli,Bakery,"Bakery, Desserts",200.0,Delivery,Bellandur,3.5
1,0,37,Bellandur,Delivery,"Australian, Continental",400.0,Delivery,Bellandur,3.8
1,1,387,HSR,"Cafe, Casual Dining","Cafe, Continental, Salad, Italian",1300.0,Delivery,Bellandur,4.0
1,1,942,Sarjapur Road,Pub,"Continental, Chinese, North Indian",1300.0,Delivery,Bellandur,4.0
1,0,132,Marathahalli,Casual Dining,North Indian,750.0,Delivery,Bellandur,3.7
1,0,4,HSR,"Takeaway, Delivery","Continental, North Indian",400.0,Delivery,Bellandur,3.2
1,0,13,Bellandur,Quick Bites,Arabian,150.0,Delivery,Bellandur,3.4
0,0,368,Bellandur,Casual Dining,"North Indian, Salad, Healthy Food",600.0,Delivery,Bellandur,3.8
1,0,30,Bellandur,Quick Bites,"North Indian, Chinese, Biryani, South Indian",300.0,Delivery,Bellandur,3.8
1,0,13,Bellandur,Quick Bites,"North Indian, Chinese, Biryani",500.0,Delivery,Bellandur,3.1
1,0,12,Bellandur,Quick Bites,"North Indian, South Indian",300.0,Delivery,Bellandur,3.3
1,0,13,HSR,Quick Bites,South Indian,250.0,Delivery,Bellandur,3.6
1,0,16,Sarjapur Road,Casual Dining,"North Indian, South Indian, Biryani",600.0,Delivery,Bellandur,3.5
1,0,48,Bellandur,Dessert Parlor,"Ice Cream, Desserts",250.0,Delivery,Bellandur,3.7
1,0,31,Bellandur,"Casual Dining, Bar","North Indian, South Indian, Andhra",500.0,Delivery,Bellandur,3.6
1,0,39,Sarjapur Road,Quick Bites,"Fast Food, Burger",500.0,Delivery,Bellandur,2.8
1,0,8,Sarjapur Road,Quick Bites,"Biryani, Chinese, North Indian",400.0,Delivery,Bellandur,3.0
1,0,29,Sarjapur Road,Quick Bites,"Burger, Fast Food",450.0,Delivery,Bellandur,3.7
0,0,83,Bellandur,Dessert Parlor,"Ice Cream, Desserts",200.0,Delivery,Bellandur,4.1
1,0,47,Marathahalli,Quick Bites,"North Indian, Chinese",400.0,Delivery,Bellandur,3.0
1,0,20,Sarjapur Road,"Quick Bites, Sweet Shop","Street Food, Fast Food, Mithai",250.0,Delivery,Bellandur,2.8
1,0,24,Sarjapur Road,Bakery,"Bakery, Desserts",500.0,Delivery,Bellandur,3.6
1,0,35,Sarjapur Road,"Beverage Shop, Dessert Parlor","Beverages, Ice Cream",200.0,Delivery,Bellandur,3.7
1,0,42,Bellandur,Casual Dining,North Indian,400.0,Delivery,Bellandur,2.6
1,0,4,Bellandur,Casual Dining,"Continental, Chinese, Thai, BBQ, Steak",900.0,Delivery,Bellandur,3.3
1,0,174,HSR,Quick Bites,"Pizza, Fast Food, BBQ",400.0,Delivery,Bellandur,3.8
1,0,269,Sarjapur Road,Bakery,"Bakery, Desserts, Healthy Food",750.0,Delivery,Bellandur,4.3
1,0,46,Sarjapur Road,Casual Dining,"Seafood, South Indian",600.0,Delivery,Bellandur,3.8
1,0,9,Sarjapur Road,Quick Bites,"North Indian, Biryani",300.0,Delivery,Bellandur,3.5
0,0,20,Bellandur,Bakery,"Bakery, Desserts",500.0,Delivery,Bellandur,3.7
1,0,91,Marathahalli,Casual Dining,"North Indian, Chinese, Seafood",750.0,Delivery,Bellandur,3.8
1,0,60,HSR,Quick Bites,"Arabian, North Indian",400.0,Delivery,Bellandur,3.8
1,0,135,Sarjapur Road,Quick Bites,"Biryani, Fast Food, Rolls",400.0,Delivery,Bellandur,3.2
1,0,32,Bellandur,Unknown,"North Indian, South Indian",200.0,Delivery,Bellandur,2.8
1,0,9,Bellandur,Casual Dining,"Thai, Asian",550.0,Delivery,Bellandur,3.1
1,0,24,Marathahalli,Quick Bites,"Chinese, North Indian",200.0,Delivery,Bellandur,3.8
1,0,31,Sarjapur Road,Casual Dining,"Chinese, North Indian",600.0,Delivery,Bellandur,3.7
1,0,11,Sarjapur Road,Quick Bites,"North Indian, Chinese",300.0,Delivery,Bellandur,3.3
1,0,484,HSR,"Cafe, Casual Dining","Cafe, Italian, Pizza, Chinese",700.0,Delivery,Bellandur,3.6
1,0,894,Sarjapur Road,Cafe,"Cafe, Italian, Continental, Burger",600.0,Delivery,Bellandur,4.3
1,0,15,Sarjapur Road,Bakery,"Bakery, Desserts",500.0,Delivery,Bellandur,3.1
1,0,600,HSR,Casual Dining,"Asian, Beverages",800.0,Delivery,Bellandur,4.0
1,0,14,Bellandur,Quick Bites,"Continental, Biryani, Italian, North Indian, Chinese",250.0,Delivery,Bellandur,3.6
0,0,88,Bellandur,Unknown,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500.0,Delivery,Bellandur,3.0
1,0,30,Bellandur,Quick Bites,"Chinese, Biryani",250.0,Delivery,Bellandur,3.6
1,1,37,Bellandur,Casual Dining,"Chinese, North Indian, Salad, Fast Food",1500.0,Delivery,Bellandur,3.7
1,0,106,Bellandur,Casual Dining,"North Indian, Chinese",500.0,Delivery,Bellandur,3.0
1,0,7,Bellandur,Quick Bites,"Healthy Food, Salad",600.0,Delivery,Bellandur,3.3
1,0,25,Bellandur,Food Court,Ice Cream,300.0,Delivery,Bellandur,3.7
1,0,6,Bellandur,Quick Bites,"Andhra, Biryani, South Indian, Chinese",500.0,Delivery,Bellandur,3.4
1,0,20,Sarjapur Road,"Takeaway, Delivery",North Indian,200.0,Delivery,Bellandur,3.6
1,0,43,Sarjapur Road,Delivery,"North Indian, Chinese, Momos",450.0,Delivery,Bellandur,3.5
0,0,39,Bellandur,Food Court,"Mexican, Tex-Mex",330.0,Delivery,Bellandur,2.7
1,0,61,Sarjapur Road,Quick Bites,"North Indian, Fast Food",250.0,Delivery,Bellandur,3.2
1,0,65,Sarjapur Road,Bakery,"Bakery, Desserts",400.0,Delivery,Bellandur,2.9
1,0,117,Sarjapur Road,Casual Dining,"North Indian, Chinese",550.0,Delivery,Bellandur,3.1
0,0,128,Bellandur,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600.0,Delivery,Bellandur,3.7
0,0,9,Bellandur,Beverage Shop,"Beverages, Desserts",300.0,Delivery,Bellandur,3.2
1,0,35,HSR,"Quick Bites, Beverage Shop","Beverages, Fast Food",300.0,Delivery,Bellandur,3.7
1,0,26,Marathahalli,Quick Bites,"North Indian, Street Food",350.0,Delivery,Bellandur,3.4
1,0,1240,HSR,"Casual Dining, Bar","Mediterranean, Continental, North Indian, Mughlai, Salad",1400.0,Delivery,Bellandur,3.9
1,0,149,Sarjapur Road,Cafe,"Cafe, Italian, Pizza",800.0,Delivery,Bellandur,4.3
1,0,4,Sarjapur Road,Quick Bites,"Fast Food, Street Food",150.0,Delivery,Bellandur,3.2
0,0,336,Bellandur,Casual Dining,"North Indian, Biryani, Chinese",600.0,Delivery,Bellandur,3.6
1,0,16,Whitefield,Quick Bites,North Indian,300.0,Delivery,Bellandur,3.1
0,0,23,Bellandur,"Dessert Parlor, Quick Bites","Bakery, Fast Food, Fast Food",200.0,Delivery,Bellandur,3.7
0,0,6,Bellandur,Mess,"South Indian, North Indian",300.0,Delivery,Bellandur,3.2
0,0,32,Bellandur,Quick Bites,Street Food,100.0,Delivery,Bellandur,3.7
0,0,131,Bellandur,Casual Dining,"Andhra, South Indian, Chinese, North Indian",800.0,Delivery,Bellandur,2.3
1,0,9,Sarjapur Road,Delivery,"Tea, Beverages",200.0,Delivery,Bellandur,3.3
1,0,66,Bellandur,Casual Dining,"North Indian, Biryani, Chinese",550.0,Delivery,Bellandur,3.7
1,0,11,Bellandur,Unknown,"North Indian, Chinese, Andhra, South Indian, Biryani",200.0,Delivery,Bellandur,3.6
1,0,7,Bellandur,Quick Bites,"Kerala, Beverages",150.0,Delivery,Bellandur,3.4
1,0,106,Sarjapur Road,Takeaway,South Indian,200.0,Delivery,Bellandur,3.8
0,0,43,Bellandur,Quick Bites,"Biryani, North Indian",500.0,Delivery,Bellandur,2.8
0,0,95,Bellandur,Casual Dining,"Chinese, Italian, North Indian",700.0,Delivery,Bellandur,3.5
0,0,28,Bellandur,Casual Dining,"Andhra, Chettinad",700.0,Delivery,Bellandur,3.5
1,0,94,Marathahalli,Cafe,"Cafe, Beverages, Continental, North Indian, Chinese",700.0,Delivery,Bellandur,3.7
1,0,10,Sarjapur Road,Quick Bites,"North Indian, Chinese",300.0,Delivery,Bellandur,3.6
1,0,20,Sarjapur Road,Dessert Parlor,Desserts,300.0,Delivery,Bellandur,3.9
1,0,19,Bellandur,Cafe,"Cafe, Continental, Tea",500.0,Delivery,Bellandur,2.9
1,0,76,Bellandur,"Takeaway, Delivery","Andhra, South Indian, North Indian, Biryani",300.0,Delivery,Bellandur,3.6
1,0,35,Koramangala 1st Block,Delivery,North Indian,400.0,Delivery,Bellandur,3.3
1,0,14,Marathahalli,Quick Bites,"Chinese, South Indian, Fast Food",200.0,Delivery,Bellandur,3.5
0,0,27,Bellandur,"Takeaway, Delivery","North Indian, South Indian",300.0,Delivery,Bellandur,3.6
1,0,138,HSR,Dessert Parlor,"Desserts, Ice Cream",500.0,Delivery,Bellandur,3.8
1,0,500,Koramangala 1st Block,Delivery,"North Indian, South Indian, Chinese",500.0,Delivery,Bellandur,3.7
0,0,12,Bellandur,Casual Dining,"Chinese, South Indian, North Indian, Biryani",700.0,Delivery,Bellandur,3.3
1,0,21,Marathahalli,Quick Bites,North Indian,350.0,Delivery,Bellandur,3.0
1,0,356,Bellandur,Delivery,"North Indian, Chinese",500.0,Delivery,Bellandur,3.5
0,0,23,Bellandur,"Food Court, Quick Bites","Mexican, Fast Food",400.0,Delivery,Bellandur,3.7
1,0,31,Sarjapur Road,Bakery,"Bakery, Desserts",400.0,Delivery,Bellandur,3.7
0,0,6,Bellandur,Food Court,"South Indian, Biryani",300.0,Delivery,Bellandur,3.0
0,0,7,Bellandur,Quick Bites,South Indian,200.0,Delivery,Bellandur,3.4
0,0,337,Bellandur,Casual Dining,North Indian,450.0,Delivery,Bellandur,2.1
0,0,52,Bellandur,"Takeaway, Delivery","North Indian, Mughlai, Biryani",600.0,Delivery,Bellandur,2.7
1,0,36,Sarjapur Road,Delivery,North Indian,400.0,Delivery,Bellandur,3.9
1,0,500,Sarjapur Road,Cafe,"Cafe, Continental, Italian, Salad",800.0,Delivery,Bellandur,4.2
0,0,25,Bellandur,Quick Bites,South Indian,200.0,Delivery,Bellandur,3.7
0,0,7,Bellandur,"Takeaway, Delivery",North Indian,300.0,Delivery,Bellandur,3.2
0,0,6,Bellandur,"Food Court, Quick Bites",Continental,500.0,Delivery,Bellandur,3.3
0,0,6,Bellandur,Quick Bites,North Indian,500.0,Delivery,Bellandur,3.2
0,0,21,Bellandur,Quick Bites,Fast Food,150.0,Delivery,Bellandur,3.0
0,0,7,Bellandur,Mess,"South Indian, Chinese",350.0,Delivery,Bellandur,3.4
0,0,5,Bellandur,Delivery,"North Indian, Chinese, Biryani",600.0,Delivery,Bellandur,3.3
0,0,21,Bellandur,"Takeaway, Delivery","Bengali, North Indian",350.0,Delivery,Bellandur,3.8
0,0,78,Bellandur,Quick Bites,"Fast Food, Street Food",400.0,Delivery,Bellandur,2.9
0,0,10,Bellandur,Casual Dining,"Lebanese, Turkish, BBQ, Burger",600.0,Delivery,Bellandur,3.5
0,0,5,Bellandur,Delivery,"Biryani, North Indian",700.0,Delivery,Bellandur,3.1
1,0,435,Koramangala 1st Block,Delivery,"North Indian, South Indian, Chinese, Continental",500.0,Delivery,Bellandur,3.5
0,0,7,Bellandur,Quick Bites,Fast Food,200.0,Delivery,Bellandur,3.4
0,0,4,Bellandur,"Takeaway, Delivery","Biryani, North Indian, Mughlai, Fast Food",500.0,Delivery,Bellandur,3.2
0,0,9,Bellandur,Quick Bites,"North Indian, Chinese",300.0,Delivery,Bellandur,3.1
0,0,155,Bellandur,Casual Dining,"North Indian, Biryani",800.0,Delivery,Bellandur,3.0
0,0,13,Bellandur,Casual Dining,"North Indian, Chinese",400.0,Delivery,Bellandur,3.0
0,0,116,Bellandur,Food Court,"Bengali, Rolls, Chinese",400.0,Delivery,Bellandur,2.8
0,0,26,Bellandur,Quick Bites,North Indian,400.0,Delivery,Bellandur,3.0
0,0,31,Bellandur,Bakery,"Bakery, Desserts",200.0,Delivery,Bellandur,3.6
0,0,5,Bellandur,Quick Bites,"North Indian, Rolls",400.0,Delivery,Bellandur,3.1
0,0,19,Bellandur,Bakery,Bakery,400.0,Delivery,Bellandur,3.7
0,0,6,Bellandur,"Food Court, Quick Bites","North Indian, South Indian, Chinese",400.0,Delivery,Bellandur,3.2
0,0,59,Bellandur,Casual Dining,"North Indian, South Indian, Biryani, Continental",550.0,Delivery,Bellandur,3.2
0,0,114,Bellandur,Cafe,"Cafe, European, Beverages, Italian",550.0,Delivery,Bellandur,3.8
0,0,63,Bellandur,Delivery,"Fast Food, North Indian",150.0,Delivery,Bellandur,3.8
1,0,151,East Bangalore,Delivery,"Italian, Pizza, Burger",450.0,Delivery,Bellandur,3.6
1,0,11,Bellandur,"Takeaway, Delivery","Biryani, North Indian, Kebab",600.0,Delivery,Bellandur,3.1
0,0,14,Bellandur,"Takeaway, Delivery","Fast Food, Arabian, Beverages",250.0,Delivery,Bellandur,3.1
1,0,35,Bellandur,Cafe,"Cafe, Bakery, Italian",650.0,Delivery,Bellandur,3.8
1,0,22,Marathahalli,Casual Dining,"Andhra, North Indian, Chinese",600.0,Delivery,Bellandur,2.9
1,0,353,Sarjapur Road,Delivery,"North Indian, Chinese, Biryani",500.0,Delivery,Bellandur,4.0
1,0,52,Bellandur,"Takeaway, Delivery","Italian, Pizza",600.0,Delivery,Bellandur,2.5
1,0,4,Bellandur,Casual Dining,Fast Food,600.0,Delivery,Bellandur,3.2
1,0,100,HSR,Cafe,"Cafe, Italian, Continental, European",650.0,Delivery,Bellandur,3.1
0,0,28,Sarjapur Road,Dessert Parlor,"Desserts, Ice Cream",350.0,Delivery,Bellandur,3.8
0,0,177,Sarjapur Road,Dessert Parlor,"Desserts, Bakery",300.0,Delivery,Bellandur,3.9
0,0,4,Sarjapur Road,Delivery,Fast Food,500.0,Delivery,Bellandur,3.2
0,0,4,Sarjapur Road,Beverage Shop,Juices,200.0,Delivery,Bellandur,3.3
1,0,14,HSR,Quick Bites,"Tibetan, Chinese, Momos",250.0,Delivery,Bellandur,3.8
1,0,4,HSR,Casual Dining,"Biryani, North Indian",600.0,Delivery,Bellandur,3.1
1,0,5,Sarjapur Road,Delivery,Chinese,600.0,Delivery,Bellandur,3.7
1,0,11,Sarjapur Road,"Takeaway, Delivery","South Indian, Biryani",400.0,Delivery,Bellandur,3.5
1,0,22,Frazer Town,Delivery,"American, European, Healthy Food",300.0,Delivery,Bellandur,3.8
1,0,11,Bellandur,Casual Dining,"Andhra, Biryani, North Indian",900.0,Delivery,Bellandur,3.7
1,0,12,Bellandur,Casual Dining,"North Indian, Chinese",500.0,Delivery,Bellandur,3.0
1,1,218,Marathahalli,Casual Dining,"North Indian, Seafood, Chinese, Biryani",750.0,Delivery,Bellandur,3.9
1,0,4,Sarjapur Road,Quick Bites,Biryani,300.0,Delivery,Bellandur,3.2
0,1,1585,Sarjapur Road,"Microbrewery, Casual Dining","Continental, Finger Food, Pizza",1500.0,Delivery,Bellandur,4.3
1,0,111,Bellandur,Dessert Parlor,"Desserts, Bakery",600.0,Delivery,Bellandur,4.1
1,0,80,Bellandur,Quick Bites,North Indian,300.0,Delivery,Bellandur,3.8
1,0,23,HSR,Quick Bites,North Indian,400.0,Delivery,Bellandur,3.8
1,0,122,HSR,Quick Bites,"North Indian, Chinese, Street Food",300.0,Delivery,Bellandur,3.7
1,0,92,HSR,Dessert Parlor,Ice Cream,100.0,Delivery,Bellandur,4.0
1,0,23,Sarjapur Road,"Bakery, Quick Bites","Bakery, Fast Food",300.0,Delivery,Bellandur,3.7
1,0,9,Bellandur,Delivery,North Indian,300.0,Delivery,Bellandur,3.2
1,0,7,Marathahalli,Quick Bites,"Fast Food, Rolls",250.0,Delivery,Bellandur,3.2
1,0,40,HSR,Quick Bites,"Street Food, Burger, Fast Food",150.0,Delivery,Bellandur,3.7
0,0,267,Sarjapur Road,"Sweet Shop, Quick Bites","Mithai, Street Food",400.0,Delivery,Bellandur,4.2
0,1,119,Sarjapur Road,Casual Dining,"North Indian, Chinese",1000.0,Delivery,Bellandur,4.0
0,0,111,Marathahalli,Casual Dining,"North Indian, Chinese",600.0,Delivery,Bellandur,3.8
0,0,197,Sarjapur Road,Casual Dining,"North Indian, Chinese",700.0,Delivery,Bellandur,3.0
0,0,8,Marathahalli,Food Court,"Arabian, Continental",350.0,Delivery,Bellandur,3.5
0,0,22,Whitefield,Quick Bites,"Cafe, Fast Food, Pizza, Burger, Beverages",200.0,Delivery,Bellandur,3.9
0,0,7,Sarjapur Road,Delivery,North Indian,400.0,Delivery,Bellandur,3.4
0,0,17,Marathahalli,Mess,"Andhra, South Indian",400.0,Delivery,Bellandur,3.5
0,1,32,Sarjapur Road,Casual Dining,North Indian,650.0,Delivery,Bellandur,3.6
0,0,68,Sarjapur Road,Quick Bites,North Indian,250.0,Delivery,Bellandur,3.5
0,0,33,Marathahalli,"Dessert Parlor, Bakery","Desserts, Bakery",800.0,Delivery,Bellandur,3.8
0,0,23,Sarjapur Road,Beverage Shop,"Beverages, Street Food, North Indian",300.0,Delivery,Bellandur,3.6
0,0,14,South Bangalore,Delivery,"Healthy Food, North Indian",300.0,Delivery,Bellandur,3.6
0,0,5,Sarjapur Road,Quick Bites,"Biryani, Andhra, North Indian",500.0,Delivery,Bellandur,3.1
0,0,10,Sarjapur Road,Bakery,Bakery,300.0,Delivery,Bellandur,3.6
0,0,5,Marathahalli,Dessert Parlor,Desserts,200.0,Delivery,Bellandur,3.4
0,0,108,Sarjapur Road,Casual Dining,"Andhra, North Indian",800.0,Delivery,Bellandur,2.9
0,0,10,Marathahalli,"Takeaway, Delivery","Tibetan, Momos",300.0,Delivery,Bellandur,3.4
1,0,11,Sarjapur Road,"Takeaway, Delivery",Bakery,350.0,Delivery,Bellandur,3.4
0,0,132,Sarjapur Road,Quick Bites,"Fast Food, Rolls, Momos",300.0,Delivery,Bellandur,3.5
1,0,34,Sarjapur Road,Unknown,North Indian,1000.0,Delivery,Bellandur,3.2
0,0,5,Bellandur,Quick Bites,"Fast Food, Tea",200.0,Delivery,Bellandur,3.6
1,0,20,Sarjapur Road,Quick Bites,"North Indian, Chinese",200.0,Delivery,Bellandur,3.4
1,0,117,Sarjapur Road,"Takeaway, Delivery","Continental, American, Mediterranean, Healthy Food",600.0,Delivery,Bellandur,3.8
1,0,9,HSR,"Takeaway, Delivery","Healthy Food, Beverages, Salad",500.0,Delivery,Bellandur,3.1
1,0,23,Bellandur,Casual Dining,Chinese,800.0,Delivery,Bellandur,2.8
1,0,19,Bellandur,Quick Bites,North Indian,300.0,Delivery,Bellandur,3.1
1,0,6,HSR,Quick Bites,"South Indian, Biryani",250.0,Delivery,Bellandur,3.1
1,0,19,Bellandur,Casual Dining,"Biryani, North Indian, Chinese",600.0,Delivery,Bellandur,3.5
1,0,10,HSR,Delivery,"Biryani, Kebab",400.0,Delivery,Bellandur,3.4
1,0,69,Marathahalli,"Takeaway, Delivery","North Indian, Biryani",250.0,Delivery,Bellandur,3.1
1,0,39,HSR,"Beverage Shop, Dessert Parlor",Beverages,500.0,Delivery,Bellandur,3.7
1,0,10,Sarjapur Road,Quick Bites,"North Indian, South Indian, Chinese",350.0,Delivery,Bellandur,3.3
1,0,490,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts, Italian",500.0,Desserts,Bellandur,4.3
1,0,175,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts",300.0,Desserts,Bellandur,4.0
1,0,6,Bellandur,"Dessert Parlor, Bakery","Desserts, Bakery",300.0,Desserts,Bellandur,3.4
1,0,152,Bellandur,Sweet Shop,"Mithai, Street Food",400.0,Desserts,Bellandur,4.0
1,0,632,Bellandur,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500.0,Desserts,Bellandur,4.4
0,0,83,Bellandur,Dessert Parlor,"Ice Cream, Desserts",200.0,Desserts,Bellandur,4.1
1,0,1233,Bellandur,Casual Dining,"North Indian, Chinese, Street Food, Fast Food, Mithai",500.0,Desserts,Bellandur,3.9
0,0,20,Bellandur,Bakery,"Bakery, Desserts",500.0,Desserts,Bellandur,3.7
1,0,18,Bellandur,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0,Desserts,Bellandur,3.6
1,0,213,Bellandur,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400.0,Desserts,Bellandur,4.2
1,0,35,Bellandur,Cafe,"Cafe, Bakery, Italian",650.0,Desserts,Bellandur,3.8
1,0,163,Bellandur,"Quick Bites, Sweet Shop","North Indian, Street Food, Mithai",250.0,Desserts,Bellandur,2.9
1,0,136,Bellandur,"Bakery, Quick Bites","Bakery, Fast Food, Pizza, Burger, Cafe",600.0,Desserts,Bellandur,3.6
1,0,75,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts",500.0,Desserts,Bellandur,3.9
0,0,88,Bellandur,Unknown,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500.0,Desserts,Bellandur,3.0
1,0,111,Bellandur,Dessert Parlor,"Desserts, Bakery",600.0,Desserts,Bellandur,4.1
1,0,11,Bellandur,"Dessert Parlor, Bakery","Desserts, Bakery",300.0,Desserts,Bellandur,3.6
0,0,128,Bellandur,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600.0,Desserts,Bellandur,3.7
1,0,44,Bellandur,Dessert Parlor,"Desserts, Beverages",900.0,Desserts,Bellandur,3.7
0,0,9,Bellandur,Beverage Shop,"Beverages, Desserts",300.0,Desserts,Bellandur,3.2
0,0,6,Bellandur,Dessert Parlor,"Ice Cream, Desserts",300.0,Desserts,Bellandur,3.5
0,0,36,Bellandur,Bakery,"Bakery, Desserts",400.0,Desserts,Bellandur,3.7
0,0,23,Bellandur,"Dessert Parlor, Quick Bites","Bakery, Fast Food, Fast Food",200.0,Desserts,Bellandur,3.7
1,0,72,Bellandur,Kiosk,"Ice Cream, Desserts",300.0,Desserts,Bellandur,3.8
1,0,48,Bellandur,Dessert Parlor,"Ice Cream, Desserts",250.0,Desserts,Bellandur,3.7
1,0,74,Bellandur,"Cafe, Dessert Parlor","Cafe, Desserts, Ice Cream",600.0,Desserts,Bellandur,4.0
1,0,25,Bellandur,Food Court,Ice Cream,300.0,Desserts,Bellandur,3.7
0,0,8,Bellandur,"Bakery, Food Court","Bakery, Fast Food",600.0,Desserts,Bellandur,3.2
0,0,15,Bellandur,Kiosk,"Fast Food, Beverages",250.0,Desserts,Bellandur,3.7
1,0,10,Bellandur,Bakery,"Bakery, Desserts",400.0,Desserts,Bellandur,3.3
0,0,4,Bellandur,"Sweet Shop, Quick Bites","Mithai, Street Food, Fast Food",200.0,Desserts,Bellandur,3.2
0,0,10,Bellandur,Beverage Shop,"Beverages, Fast Food",200.0,Desserts,Bellandur,3.3
0,0,31,Bellandur,Bakery,"Bakery, Desserts",200.0,Desserts,Bellandur,3.6
0,0,19,Bellandur,Bakery,Bakery,400.0,Desserts,Bellandur,3.7
1,0,37,Bellandur,Delivery,"Australian, Continental",400.0,Desserts,Bellandur,3.8
1,0,8,Bellandur,Bakery,Bakery,250.0,Desserts,Bellandur,3.3
1,0,556,Sarjapur Road,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,Desserts,Bellandur,4.3
0,0,267,Sarjapur Road,"Sweet Shop, Quick Bites","Mithai, Street Food",400.0,Desserts,Bellandur,4.2
1,0,269,Sarjapur Road,Bakery,"Bakery, Desserts, Healthy Food",750.0,Desserts,Bellandur,4.3
0,0,384,Sarjapur Road,Dessert Parlor,"Ice Cream, Desserts",150.0,Desserts,Bellandur,4.3
1,0,41,Sarjapur Road,Dessert Parlor,"Ice Cream, Desserts",450.0,Desserts,Bellandur,3.9
1,0,18,Sarjapur Road,Dessert Parlor,Desserts,200.0,Desserts,Bellandur,3.6
1,0,16,Sarjapur Road,Bakery,"Bakery, Desserts",400.0,Desserts,Bellandur,3.7
1,0,94,Marathahalli,Cafe,"Cafe, Beverages, Continental, North Indian, Chinese",700.0,Desserts,Bellandur,3.7
1,0,11,Sarjapur Road,"Takeaway, Delivery",Bakery,350.0,Desserts,Bellandur,3.4
1,0,38,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",150.0,Desserts,Bellandur,3.8
1,0,81,Sarjapur Road,Bakery,"Bakery, Desserts",300.0,Desserts,Bellandur,3.8
1,0,24,Sarjapur Road,Bakery,"Bakery, Desserts",500.0,Desserts,Bellandur,3.6
0,0,177,Sarjapur Road,Dessert Parlor,"Desserts, Bakery",300.0,Desserts,Bellandur,3.9
1,0,13,Sarjapur Road,Beverage Shop,"Beverages, Desserts, Ice Cream",400.0,Desserts,Bellandur,3.6
1,0,20,Sarjapur Road,Dessert Parlor,Desserts,300.0,Desserts,Bellandur,3.9
1,0,23,Sarjapur Road,"Bakery, Quick Bites","Bakery, Fast Food",300.0,Desserts,Bellandur,3.7
0,0,33,Marathahalli,"Dessert Parlor, Bakery","Desserts, Bakery",800.0,Desserts,Bellandur,3.8
1,0,22,Sarjapur Road,Bakery,"Desserts, Bakery",400.0,Desserts,Bellandur,3.6
0,0,28,Sarjapur Road,Dessert Parlor,"Desserts, Ice Cream",350.0,Desserts,Bellandur,3.8
1,0,31,Sarjapur Road,Bakery,"Bakery, Desserts",400.0,Desserts,Bellandur,3.7
0,0,23,Sarjapur Road,Beverage Shop,"Beverages, Street Food, North Indian",300.0,Desserts,Bellandur,3.6
0,0,21,HSR,Takeaway,"Bakery, Desserts",200.0,Desserts,Bellandur,3.6
0,0,75,Sarjapur Road,Dessert Parlor,"Ice Cream, Desserts",350.0,Desserts,Bellandur,3.9
0,0,10,Sarjapur Road,Bakery,Bakery,300.0,Desserts,Bellandur,3.6
0,0,4,Sarjapur Road,Dessert Parlor,Desserts,300.0,Desserts,Bellandur,3.3
